VS,Batting, ,Batting Possition,Match Id,Teaminnings,R,B,M,4s,6s,SR
India VS New Zealand,Yuzvendra Chahal ,c †Latham b Neesham,10,ODI # 4190,India,5,5,8,1,0,100.00
India VS New Zealand,Jasprit Bumrah ,not out ,11,ODI # 4190,India,0,0,4,0,0,-
Australia VS South Africa,Aiden Markram ,st †Carey b Lyon,1,ODI # 4188,South Africa,34,37,51,6,1,91.89
Australia VS South Africa,Quinton de Kock †,c Starc b Lyon,2,ODI # 4188,South Africa,52,51,78,7,0,101.96
Australia VS South Africa,Faf du Plessis (c),c Starc b Behrendorff,3,ODI # 4188,South Africa,100,94,125,7,2,106.38
Australia VS South Africa,Rassie van der Dussen ,c Maxwell b Cummins,4,ODI # 4188,South Africa,95,97,136,4,4,97.93
Australia VS South Africa,Jean-Paul Duminy ,c Stoinis b Starc,5,ODI # 4188,South Africa,14,13,18,1,0,107.69
Australia VS South Africa,Dwaine Pretorius , b Starc,6,ODI # 4188,South Africa,2,5,13,0,0,40.00
Australia VS South Africa,Andile Phehlukwayo ,not out ,7,ODI # 4188,South Africa,4,3,8,1,0,133.33
Australia VS South Africa,David Warner ,c Morris b Pretorius,1,ODI # 4188,Australia,122,117,168,15,2,104.27
Australia VS South Africa,Aaron Finch (c),c Markram b Imran Tahir,2,ODI # 4188,Australia,3,4,9,0,0,75.00
Australia VS South Africa,Usman Khawaja , b Rabada,3,ODI # 4188,Australia,18,14,26,3,0,128.57
Australia VS South Africa,Steven Smith ,lbw b Pretorius,4,ODI # 4188,Australia,7,6,9,1,0,116.66
Australia VS South Africa,Marcus Stoinis ,run out (Rabada/†de Kock),5,ODI # 4188,Australia,22,34,54,4,0,64.70
Australia VS South Africa,Glenn Maxwell ,c †de Kock b Rabada,6,ODI # 4188,Australia,12,20,24,1,0,60.00
Australia VS South Africa,Alex Carey †,c Markram b Morris,7,ODI # 4188,Australia,85,69,90,11,1,123.18
Australia VS South Africa,Pat Cummins ,c Duminy b Phehlukwayo,8,ODI # 4188,Australia,9,15,24,1,0,60.00
Australia VS South Africa,Mitchell Starc , b Rabada,9,ODI # 4188,Australia,16,11,24,1,1,145.45
Australia VS South Africa,Jason Behrendorff ,not out ,10,ODI # 4188,Australia,11,6,10,0,0,183.33
Australia VS South Africa,Nathan Lyon ,c Markram b Phehlukwayo,11,ODI # 4188,Australia,3,3,7,0,0,100.00
India VS Sri Lanka,Dimuth Karunaratne (c),c †Dhoni b Bumrah,1,ODI # 4187,Sri Lanka,10,17,16,2,0,58.82
India VS Sri Lanka,Kusal Perera †,c †Dhoni b Bumrah,2,ODI # 4187,Sri Lanka,18,14,36,3,0,128.57
India VS Sri Lanka,Avishka Fernando ,c †Dhoni b Pandya,3,ODI # 4187,Sri Lanka,20,21,42,4,0,95.23
India VS Sri Lanka,Kusal Mendis ,st †Dhoni b Jadeja,4,ODI # 4187,Sri Lanka,3,13,15,0,0,23.07
India VS Sri Lanka,Angelo Mathews ,c Sharma b Bumrah,5,ODI # 4187,Sri Lanka,113,128,157,10,2,88.28
India VS Sri Lanka,Lahiru Thirimanne ,c Jadeja b Kuldeep Yadav,6,ODI # 4187,Sri Lanka,53,68,102,4,0,77.94
India VS Sri Lanka,Dhananjaya de Silva ,not out ,7,ODI # 4187,Sri Lanka,29,36,60,1,0,80.55
India VS Sri Lanka,Thisara Perera ,c Pandya b Kumar,8,ODI # 4187,Sri Lanka,2,3,8,0,0,66.66
India VS Sri Lanka,Isuru Udana ,not out ,9,ODI # 4187,Sri Lanka,1,1,3,0,0,100.00
India VS Sri Lanka,KL Rahul ,c †MDKJ Perera b Malinga,1,ODI # 4187,India,111,118,180,11,1,94.06
India VS Sri Lanka,Rohit Sharma ,c Mathews b Rajitha,2,ODI # 4187,India,103,94,133,14,2,109.57
India VS Sri Lanka,Virat Kohli (c),not out ,3,ODI # 4187,India,34,41,61,3,0,82.92
India VS Sri Lanka,Rishabh Pant ,lbw b Udana,4,ODI # 4187,India,4,4,6,1,0,100.00
India VS Sri Lanka,Hardik Pandya ,not out ,5,ODI # 4187,India,7,4,8,1,0,175.00
Bangladesh VS Pakistan,Fakhar Zaman ,c Mehidy Hasan Miraz b Mohammad Saifuddin,1,ODI # 4186,Pakistan,13,31,27,1,0,41.93
Bangladesh VS Pakistan,Imam-ul-Haq ,hit wicket b Mustafizur Rahman,2,ODI # 4186,Pakistan,100,100,172,7,0,100.00
Bangladesh VS Pakistan,Babar Azam ,lbw b Mohammad Saifuddin,3,ODI # 4186,Pakistan,96,98,102,11,0,97.95
Bangladesh VS Pakistan,Mohammad Hafeez ,c Shakib Al Hasan b Mehidy Hasan Miraz,4,ODI # 4186,Pakistan,27,25,49,3,0,108.00
Bangladesh VS Pakistan,Haris Sohail ,c Soumya Sarkar b Mustafizur Rahman,5,ODI # 4186,Pakistan,6,6,13,1,0,100.00
Bangladesh VS Pakistan,Imad Wasim ,c Mahmudullah b Mustafizur Rahman,6,ODI # 4186,Pakistan,43,26,49,6,1,165.38
Bangladesh VS Pakistan,Sarfaraz Ahmed (c)†,not out ,7,ODI # 4186,Pakistan,3,3,13,0,0,100.00
Bangladesh VS Pakistan,Wahab Riaz , b Mohammad Saifuddin,8,ODI # 4186,Pakistan,2,4,10,0,0,50.00
Bangladesh VS Pakistan,Shadab Khan ,c & b Mustafizur Rahman,9,ODI # 4186,Pakistan,1,2,4,0,0,50.00
Bangladesh VS Pakistan,Mohammad Amir ,c †Mushfiqur Rahim b Mustafizur Rahman,10,ODI # 4186,Pakistan,8,6,16,1,0,133.33
Bangladesh VS Pakistan,Shaheen Shah Afridi ,not out ,11,ODI # 4186,Pakistan,0,0,4,0,0,-
Bangladesh VS Pakistan,Tamim Iqbal , b Shaheen Shah Afridi,1,ODI # 4186,Bangladesh,8,21,40,0,0,38.09
Bangladesh VS Pakistan,Soumya Sarkar ,c Fakhar Zaman b Mohammad Amir,2,ODI # 4186,Bangladesh,22,22,20,4,0,100.00
Bangladesh VS Pakistan,Shakib Al Hasan ,c †Sarfaraz Ahmed b Shaheen Shah Afridi,3,ODI # 4186,Bangladesh,64,77,109,6,0,83.11
Bangladesh VS Pakistan,Mushfiqur Rahim †, b Wahab Riaz,4,ODI # 4186,Bangladesh,16,19,29,2,0,84.21
Bangladesh VS Pakistan,Litton Das ,c Haris Sohail b Shaheen Shah Afridi,5,ODI # 4186,Bangladesh,32,40,38,3,0,80.00
Bangladesh VS Pakistan,Mahmudullah , b Shaheen Shah Afridi,6,ODI # 4186,Bangladesh,29,41,64,3,0,70.73
Bangladesh VS Pakistan,Mosaddek Hossain ,c Babar Azam b Shadab Khan,7,ODI # 4186,Bangladesh,16,21,36,1,0,76.19
Bangladesh VS Pakistan,Mohammad Saifuddin ,c Mohammad Amir b Shaheen Shah Afridi,8,ODI # 4186,Bangladesh,0,1,5,0,0,0.00
Bangladesh VS Pakistan,Mehidy Hasan Miraz ,not out ,9,ODI # 4186,Bangladesh,7,6,20,1,0,116.66
Bangladesh VS Pakistan,Mashrafe Mortaza (c),st †Sarfaraz Ahmed b Shadab Khan,10,ODI # 4186,Bangladesh,15,14,14,0,2,107.14
Bangladesh VS Pakistan,Mustafizur Rahman , b Shaheen Shah Afridi,11,ODI # 4186,Bangladesh,1,3,5,0,0,33.33
Afghanistan VS West Indies,Chris Gayle ,c †Ikram Alikhil b Dawlat Zadran,1,ODI # 4184,West Indies,7,18,21,1,0,38.88
Afghanistan VS West Indies,Evin Lewis ,c Mohammad Nabi b Rashid Khan,2,ODI # 4184,West Indies,58,78,98,6,2,74.35
Afghanistan VS West Indies,Shai Hope †,c Rashid Khan b Mohammad Nabi,3,ODI # 4184,West Indies,77,92,137,6,2,83.69
Afghanistan VS West Indies,Shimron Hetmyer ,c sub (Noor Ali Zadran) b Dawlat Zadran,4,ODI # 4184,West Indies,39,31,42,3,2,125.80
Afghanistan VS West Indies,Nicholas Pooran ,run out (†Ikram Alikhil/Sayed Shirzad),5,ODI # 4184,West Indies,58,43,66,6,1,134.88
Afghanistan VS West Indies,Jason Holder (c),c Dawlat Zadran b Sayed Shirzad,6,ODI # 4184,West Indies,45,34,54,1,4,132.35
Afghanistan VS West Indies,Carlos Brathwaite ,not out ,7,ODI # 4184,West Indies,14,4,6,2,1,350.00
Afghanistan VS West Indies,Fabian Allen ,not out ,8,ODI # 4184,West Indies,0,0,5,0,0,-
Afghanistan VS West Indies,Gulbadin Naib (c),c Lewis b Roach,1,ODI # 4184,Afghanistan,5,6,8,1,0,83.33
Afghanistan VS West Indies,Rahmat Shah ,c Gayle b Brathwaite,2,ODI # 4184,Afghanistan,62,78,112,10,0,79.48
Afghanistan VS West Indies,Ikram Alikhil †,lbw b Gayle,3,ODI # 4184,Afghanistan,86,93,142,8,0,92.47
Afghanistan VS West Indies,Najibullah Zadran ,run out (Hetmyer/Brathwaite),4,ODI # 4184,Afghanistan,31,38,42,1,1,81.57
Afghanistan VS West Indies,Asghar Afghan ,c Holder b Brathwaite,5,ODI # 4184,Afghanistan,40,32,47,4,1,125.00
Afghanistan VS West Indies,Mohammad Nabi ,c Allen b Roach,6,ODI # 4184,Afghanistan,2,6,11,0,0,33.33
Afghanistan VS West Indies,Samiullah Shinwari ,c Hetmyer b Roach,7,ODI # 4184,Afghanistan,6,9,18,0,0,66.66
Afghanistan VS West Indies,Rashid Khan ,c Holder b Brathwaite,8,ODI # 4184,Afghanistan,9,16,27,0,1,56.25
Afghanistan VS West Indies,Dawlat Zadran ,c Cottrell b Brathwaite,9,ODI # 4184,Afghanistan,1,2,6,0,0,50.00
Afghanistan VS West Indies,Sayed Shirzad ,c Allen b Thomas,10,ODI # 4184,Afghanistan,25,17,20,2,2,147.05
Afghanistan VS West Indies,Mujeeb Ur Rahman ,not out ,11,ODI # 4184,Afghanistan,7,5,13,1,0,140.00
England VS New Zealand,Jason Roy ,c Santner b Neesham,1,ODI # 4183,England,60,61,81,8,0,98.36
England VS New Zealand,Jonny Bairstow , b Henry,2,ODI # 4183,England,106,99,147,15,1,107.07
England VS New Zealand,Joe Root ,c †Latham b Boult,3,ODI # 4183,England,24,25,54,1,0,96.00
England VS New Zealand,Jos Buttler †,c Williamson b Boult,4,ODI # 4183,England,11,12,25,1,0,91.66
England VS New Zealand,Eoin Morgan (c),c Santner b Henry,5,ODI # 4183,England,42,40,64,5,0,105.00
England VS New Zealand,Ben Stokes ,c Henry b Santner,6,ODI # 4183,England,11,27,33,0,0,40.74
England VS New Zealand,Chris Woakes ,c Williamson b Neesham,7,ODI # 4183,England,4,11,12,0,0,36.36
England VS New Zealand,Liam Plunkett ,not out ,8,ODI # 4183,England,15,12,28,1,0,125.00
England VS New Zealand,Adil Rashid , b Southee,9,ODI # 4183,England,16,12,17,1,0,133.33
England VS New Zealand,Jofra Archer ,not out ,10,ODI # 4183,England,1,1,1,0,0,100.00
England VS New Zealand,Martin Guptill ,c †Buttler b Archer,1,ODI # 4183,New Zealand,8,16,25,1,0,50.00
England VS New Zealand,Henry Nicholls ,lbw b Woakes,2,ODI # 4183,New Zealand,0,1,6,0,0,0.00
England VS New Zealand,Kane Williamson (c),run out (Wood),3,ODI # 4183,New Zealand,27,40,62,3,0,67.50
England VS New Zealand,Ross Taylor ,run out (Rashid/†Buttler),4,ODI # 4183,New Zealand,28,42,54,2,0,66.66
England VS New Zealand,Tom Latham †,c †Buttler b Plunkett,5,ODI # 4183,New Zealand,57,65,106,5,0,87.69
England VS New Zealand,James Neesham , b Wood,6,ODI # 4183,New Zealand,19,27,31,1,0,70.37
England VS New Zealand,Colin de Grandhomme ,c Root b Stokes,7,ODI # 4183,New Zealand,3,13,15,0,0,23.07
England VS New Zealand,Mitchell Santner ,lbw b Wood,8,ODI # 4183,New Zealand,12,30,58,1,0,40.00
England VS New Zealand,Tim Southee ,not out ,9,ODI # 4183,New Zealand,7,16,30,0,0,43.75
England VS New Zealand,Matt Henry , b Wood,10,ODI # 4183,New Zealand,7,13,17,0,0,53.84
England VS New Zealand,Trent Boult ,st †Buttler b Rashid,11,ODI # 4183,New Zealand,4,7,7,1,0,57.14
Bangladesh VS India,KL Rahul ,c †Mushfiqur Rahim b Rubel Hossain,1,ODI # 4182,India,77,92,135,6,1,83.69
Bangladesh VS India,Rohit Sharma ,c Liton Das b Soumya Sarkar,2,ODI # 4182,India,104,92,121,7,5,113.04
Bangladesh VS India,Virat Kohli (c),c Rubel Hossain b Mustafizur Rahman,3,ODI # 4182,India,26,27,45,3,0,96.29
Bangladesh VS India,Rishabh Pant ,c Mosaddek Hossain b Shakib Al Hasan,4,ODI # 4182,India,48,41,56,6,1,117.07
Bangladesh VS India,Hardik Pandya ,c Soumya Sarkar b Mustafizur Rahman,5,ODI # 4182,India,0,2,4,0,0,0.00
Bangladesh VS India,MS Dhoni †,c Shakib Al Hasan b Mustafizur Rahman,6,ODI # 4182,India,35,33,52,4,0,106.06
Bangladesh VS India,Dinesh Karthik ,c Mosaddek Hossain b Mustafizur Rahman,7,ODI # 4182,India,8,9,17,1,0,88.88
Bangladesh VS India,Bhuvneshwar Kumar ,run out (†Mushfiqur Rahim/Mustafizur Rahman),8,ODI # 4182,India,2,3,15,0,0,66.66
Bangladesh VS India,Mohammed Shami , b Mustafizur Rahman,9,ODI # 4182,India,1,2,6,0,0,50.00
Bangladesh VS India,Jasprit Bumrah ,not out ,10,ODI # 4182,India,0,0,1,0,0,-
Bangladesh VS India,Tamim Iqbal , b Mohammed Shami,1,ODI # 4182,Bangladesh,22,31,39,3,0,70.96
Bangladesh VS India,Soumya Sarkar ,c Kohli b Pandya,2,ODI # 4182,Bangladesh,33,38,67,4,0,86.84
Bangladesh VS India,Shakib Al Hasan ,c Karthik b Pandya,3,ODI # 4182,Bangladesh,66,74,111,6,0,89.18
Bangladesh VS India,Mushfiqur Rahim †,c Mohammed Shami b Chahal,4,ODI # 4182,Bangladesh,24,23,29,3,0,104.34
Bangladesh VS India,Litton Das ,c Karthik b Pandya,5,ODI # 4182,Bangladesh,22,24,31,0,1,91.66
Bangladesh VS India,Mosaddek Hossain , b Bumrah,6,ODI # 4182,Bangladesh,3,7,13,0,0,42.85
Bangladesh VS India,Sabbir Rahman , b Bumrah,7,ODI # 4182,Bangladesh,36,36,55,5,0,100.00
Bangladesh VS India,Mohammad Saifuddin ,not out ,8,ODI # 4182,Bangladesh,51,38,72,9,0,134.21
Bangladesh VS India,Mashrafe Mortaza (c),c †Dhoni b Kumar,9,ODI # 4182,Bangladesh,8,5,8,0,1,160.00
Bangladesh VS India,Rubel Hossain , b Bumrah,10,ODI # 4182,Bangladesh,9,11,18,1,0,81.81
Bangladesh VS India,Mustafizur Rahman , b Bumrah,11,ODI # 4182,Bangladesh,0,1,2,0,0,0.00
Sri Lanka VS West Indies,Dimuth Karunaratne (c),c †Hope b Holder,1,ODI # 4180,Sri Lanka,32,48,69,4,0,66.66
Sri Lanka VS West Indies,Kusal Perera †,run out (Cottrell/Brathwaite),2,ODI # 4180,Sri Lanka,64,51,87,8,0,125.49
Sri Lanka VS West Indies,Avishka Fernando ,c Allen b Cottrell,3,ODI # 4180,Sri Lanka,104,103,151,9,2,100.97
Sri Lanka VS West Indies,Kusal Mendis ,c & b Allen,4,ODI # 4180,Sri Lanka,39,41,53,4,0,95.12
Sri Lanka VS West Indies,Angelo Mathews , b Holder,5,ODI # 4180,Sri Lanka,26,20,45,2,1,130.00
Sri Lanka VS West Indies,Lahiru Thirimanne ,not out ,6,ODI # 4180,Sri Lanka,45,33,53,4,0,136.36
Sri Lanka VS West Indies,Isuru Udana ,c Holder b Thomas,7,ODI # 4180,Sri Lanka,3,6,9,0,0,50.00
Sri Lanka VS West Indies,Dhananjaya de Silva ,not out ,8,ODI # 4180,Sri Lanka,6,3,5,1,0,200.00
Sri Lanka VS West Indies,Chris Gayle ,c Vandersay b Rajitha,1,ODI # 4180,West Indies,35,48,70,1,2,72.91
Sri Lanka VS West Indies,Sunil Ambris ,c †Perera b Malinga,2,ODI # 4180,West Indies,5,6,11,1,0,83.33
Sri Lanka VS West Indies,Shai Hope †, b Malinga,3,ODI # 4180,West Indies,5,11,13,1,0,45.45
Sri Lanka VS West Indies,Shimron Hetmyer ,run out (de Silva),4,ODI # 4180,West Indies,29,38,62,2,0,76.31
Sri Lanka VS West Indies,Nicholas Pooran ,c †Perera b Mathews,5,ODI # 4180,West Indies,118,103,156,11,4,114.56
Sri Lanka VS West Indies,Jason Holder (c),c sub (BMAJ Mendis) b Vandersay,6,ODI # 4180,West Indies,26,26,38,4,0,100.00
Sri Lanka VS West Indies,Carlos Brathwaite ,run out (Udana),7,ODI # 4180,West Indies,8,15,33,1,0,53.33
Sri Lanka VS West Indies,Fabian Allen ,run out (Rajitha/Udana),8,ODI # 4180,West Indies,51,32,50,7,1,159.37
Sri Lanka VS West Indies,Sheldon Cottrell ,not out ,9,ODI # 4180,West Indies,7,10,35,0,0,70.00
Sri Lanka VS West Indies,Oshane Thomas ,lbw b Malinga,10,ODI # 4180,West Indies,1,6,8,0,0,16.66
Sri Lanka VS West Indies,Shannon Gabriel ,not out ,11,ODI # 4180,West Indies,3,7,7,0,0,42.85
England VS India,Jason Roy ,c sub (RA Jadeja) b Kuldeep Yadav,1,ODI # 4179,England,66,57,101,7,2,115.78
England VS India,Jonny Bairstow ,c Pant b Mohammed Shami,2,ODI # 4179,England,111,109,138,10,6,101.83
England VS India,Joe Root ,c Pandya b Mohammed Shami,3,ODI # 4179,England,44,54,96,2,0,81.48
England VS India,Eoin Morgan (c),c Jadhav b Mohammed Shami,4,ODI # 4179,England,1,9,10,0,0,11.11
England VS India,Ben Stokes ,c sub (RA Jadeja) b Bumrah,5,ODI # 4179,England,79,54,80,6,3,146.29
England VS India,Jos Buttler †,c & b Mohammed Shami,6,ODI # 4179,England,20,8,17,1,2,250.00
England VS India,Chris Woakes ,c Sharma b Mohammed Shami,7,ODI # 4179,England,7,5,8,1,0,140.00
England VS India,Liam Plunkett ,not out ,8,ODI # 4179,England,1,4,11,0,0,25.00
England VS India,Jofra Archer ,not out ,9,ODI # 4179,England,0,0,2,0,0,-
England VS India,KL Rahul ,c & b Woakes,1,ODI # 4179,India,0,9,10,0,0,0.00
England VS India,Rohit Sharma ,c †Buttler b Woakes,2,ODI # 4179,India,102,109,152,15,0,93.57
England VS India,Virat Kohli (c),c sub (JM Vince) b Plunkett,3,ODI # 4179,India,66,76,103,7,0,86.84
England VS India,Rishabh Pant ,c Woakes b Plunkett,4,ODI # 4179,India,32,29,58,4,0,110.34
England VS India,Hardik Pandya ,c sub (JM Vince) b Plunkett,5,ODI # 4179,India,45,33,49,4,0,136.36
England VS India,MS Dhoni †,not out ,6,ODI # 4179,India,42,31,54,4,1,135.48
England VS India,Kedar Jadhav ,not out ,7,ODI # 4179,India,12,13,24,1,0,92.30
Australia VS New Zealand,David Warner ,c †Latham b Ferguson,1,ODI # 4178,Australia,16,23,39,3,0,69.56
Australia VS New Zealand,Aaron Finch (c),lbw b Boult,2,ODI # 4178,Australia,8,15,19,1,0,53.33
Australia VS New Zealand,Usman Khawaja , b Boult,3,ODI # 4178,Australia,88,129,187,5,0,68.21
Australia VS New Zealand,Steven Smith ,c Guptill b Ferguson,4,ODI # 4178,Australia,5,8,13,0,0,62.50
Australia VS New Zealand,Marcus Stoinis ,c †Latham b Neesham,5,ODI # 4178,Australia,21,26,41,3,0,80.76
Australia VS New Zealand,Glenn Maxwell ,c & b Neesham,6,ODI # 4178,Australia,1,5,8,0,0,20.00
Australia VS New Zealand,Alex Carey †,c Guptill b Williamson,7,ODI # 4178,Australia,71,72,113,11,0,98.61
Australia VS New Zealand,Pat Cummins ,not out ,8,ODI # 4178,Australia,23,19,34,1,0,121.05
Australia VS New Zealand,Mitchell Starc , b Boult,9,ODI # 4178,Australia,0,1,2,0,0,0.00
Australia VS New Zealand,Jason Behrendorff ,lbw b Boult,10,ODI # 4178,Australia,0,1,4,0,0,0.00
Australia VS New Zealand,Nathan Lyon ,not out ,11,ODI # 4178,Australia,0,1,1,0,0,0.00
Australia VS New Zealand,Martin Guptill ,lbw b Behrendorff,1,ODI # 4178,New Zealand,20,43,60,2,0,46.51
Australia VS New Zealand,Henry Nicholls ,c †Carey b Behrendorff,2,ODI # 4178,New Zealand,8,20,43,2,0,40.00
Australia VS New Zealand,Kane Williamson (c),c †Carey b Starc,3,ODI # 4178,New Zealand,40,51,69,2,1,78.43
Australia VS New Zealand,Ross Taylor ,c †Carey b Cummins,4,ODI # 4178,New Zealand,30,54,76,2,0,55.55
Australia VS New Zealand,Tom Latham †,c Smith b Starc,5,ODI # 4178,New Zealand,14,28,41,0,0,50.00
Australia VS New Zealand,Colin de Grandhomme ,c Khawaja b Smith,6,ODI # 4178,New Zealand,0,1,6,0,0,0.00
Australia VS New Zealand,James Neesham ,c & b Lyon,7,ODI # 4178,New Zealand,9,22,24,0,0,40.90
Australia VS New Zealand,Mitchell Santner ,c Behrendorff b Starc,8,ODI # 4178,New Zealand,12,29,42,0,1,41.37
Australia VS New Zealand,Ish Sodhi ,lbw b Starc,9,ODI # 4178,New Zealand,5,4,11,1,0,125.00
Australia VS New Zealand,Lockie Ferguson , b Starc,10,ODI # 4178,New Zealand,0,3,7,0,0,0.00
Australia VS New Zealand,Trent Boult ,not out ,11,ODI # 4178,New Zealand,2,7,13,0,0,28.57
Afghanistan VS Pakistan,Rahmat Shah ,c Babar Azam b Imad Wasim,1,ODI # 4177,Afghanistan,35,43,54,5,0,81.39
Afghanistan VS Pakistan,Gulbadin Naib (c),c †Sarfaraz Ahmed b Shaheen Shah Afridi,2,ODI # 4177,Afghanistan,15,12,22,3,0,125.00
Afghanistan VS Pakistan,Hashmatullah Shahidi ,c Imad Wasim b Shaheen Shah Afridi,3,ODI # 4177,Afghanistan,0,1,2,0,0,0.00
Afghanistan VS Pakistan,Ikram Alikhil †,c Mohammad Hafeez b Imad Wasim,4,ODI # 4177,Afghanistan,24,66,90,1,0,36.36
Afghanistan VS Pakistan,Asghar Afghan , b Shadab Khan,5,ODI # 4177,Afghanistan,42,35,51,3,2,120.00
Afghanistan VS Pakistan,Mohammad Nabi ,c Mohammad Amir b Wahab Riaz,6,ODI # 4177,Afghanistan,16,33,53,0,0,48.48
Afghanistan VS Pakistan,Najibullah Zadran , b Shaheen Shah Afridi,7,ODI # 4177,Afghanistan,42,54,75,6,0,77.77
Afghanistan VS Pakistan,Samiullah Shinwari ,not out ,8,ODI # 4177,Afghanistan,19,32,59,1,0,59.37
Afghanistan VS Pakistan,Rashid Khan ,c Fakhar Zaman b Shaheen Shah Afridi,9,ODI # 4177,Afghanistan,8,12,11,1,0,66.66
Afghanistan VS Pakistan,Hamid Hassan , b Wahab Riaz,10,ODI # 4177,Afghanistan,1,3,9,0,0,33.33
Afghanistan VS Pakistan,Mujeeb Ur Rahman ,not out ,11,ODI # 4177,Afghanistan,7,9,10,1,0,77.77
Afghanistan VS Pakistan,Fakhar Zaman ,lbw b Mujeeb Ur Rahman,1,ODI # 4177,Pakistan,0,2,4,0,0,0.00
Afghanistan VS Pakistan,Imam-ul-Haq ,st †Ikram Alikhil b Mohammad Nabi,2,ODI # 4177,Pakistan,36,51,60,4,0,70.58
Afghanistan VS Pakistan,Babar Azam , b Mohammad Nabi,3,ODI # 4177,Pakistan,45,51,63,5,0,88.23
Afghanistan VS Pakistan,Mohammad Hafeez ,c Hashmatullah Shahidi b Mujeeb Ur Rahman,4,ODI # 4177,Pakistan,19,35,48,1,0,54.28
Afghanistan VS Pakistan,Haris Sohail ,lbw b Rashid Khan,5,ODI # 4177,Pakistan,27,57,58,2,0,47.36
Afghanistan VS Pakistan,Sarfaraz Ahmed (c)†,run out (Najibullah Zadran/†Ikram Alikhil),6,ODI # 4177,Pakistan,18,22,37,1,0,81.81
Afghanistan VS Pakistan,Imad Wasim ,not out ,7,ODI # 4177,Pakistan,49,54,63,5,0,90.74
Afghanistan VS Pakistan,Shadab Khan ,run out (Gulbadin Naib/†Ikram Alikhil),8,ODI # 4177,Pakistan,11,17,33,1,0,64.70
Afghanistan VS Pakistan,Wahab Riaz ,not out ,9,ODI # 4177,Pakistan,15,9,14,1,1,166.66
South Africa VS Sri Lanka,Dimuth Karunaratne (c),c du Plessis b Rabada,1,ODI # 4176,Sri Lanka,0,1,3,0,0,0.00
South Africa VS Sri Lanka,Kusal Perera †, b Pretorius,2,ODI # 4176,Sri Lanka,30,34,58,4,0,88.23
South Africa VS Sri Lanka,Avishka Fernando ,c du Plessis b Pretorius,3,ODI # 4176,Sri Lanka,30,29,46,4,0,103.44
South Africa VS Sri Lanka,Kusal Mendis ,c Morris b Pretorius,4,ODI # 4176,Sri Lanka,23,51,75,2,0,45.09
South Africa VS Sri Lanka,Angelo Mathews , b Morris,5,ODI # 4176,Sri Lanka,11,29,48,1,0,37.93
South Africa VS Sri Lanka,Dhananjaya de Silva , b Duminy,6,ODI # 4176,Sri Lanka,24,41,54,2,0,58.53
South Africa VS Sri Lanka,Jeevan Mendis ,c Pretorius b Morris,7,ODI # 4176,Sri Lanka,18,46,54,1,1,39.13
South Africa VS Sri Lanka,Thisara Perera ,c Rabada b Phehlukwayo,8,ODI # 4176,Sri Lanka,21,25,41,0,0,84.00
South Africa VS Sri Lanka,Isuru Udana ,c & b Rabada,9,ODI # 4176,Sri Lanka,17,32,40,1,0,53.12
South Africa VS Sri Lanka,Suranga Lakmal ,not out ,10,ODI # 4176,Sri Lanka,5,7,23,0,0,71.42
South Africa VS Sri Lanka,Lasith Malinga ,c du Plessis b Morris,11,ODI # 4176,Sri Lanka,4,2,7,1,0,200.00
South Africa VS Sri Lanka,Quinton de Kock †, b Malinga,1,ODI # 4176,South Africa,15,16,16,3,0,93.75
South Africa VS Sri Lanka,Hashim Amla ,not out ,2,ODI # 4176,South Africa,80,105,167,5,0,76.19
South Africa VS Sri Lanka,Faf du Plessis (c),not out ,3,ODI # 4176,South Africa,96,103,103,10,1,93.20
India VS West Indies,KL Rahul , b Holder,1,ODI # 4175,India,48,64,91,6,0,75.00
India VS West Indies,Rohit Sharma ,c †Hope b Roach,2,ODI # 4175,India,18,23,28,1,1,78.26
India VS West Indies,Virat Kohli (c),c sub (DM Bravo) b Holder,3,ODI # 4175,India,72,82,146,8,0,87.80
India VS West Indies,Vijay Shankar ,c †Hope b Roach,4,ODI # 4175,India,14,19,26,3,0,73.68
India VS West Indies,Kedar Jadhav ,c †Hope b Roach,5,ODI # 4175,India,7,10,13,1,0,70.00
India VS West Indies,MS Dhoni †,not out ,6,ODI # 4175,India,56,61,99,3,2,91.80
India VS West Indies,Hardik Pandya ,c Allen b Cottrell,7,ODI # 4175,India,46,38,48,5,0,121.05
