VS,Match Id,Bowling,O,Teaminnings,M,R,W,ECON,0s,4s,6s,WD,NB
Australia VS Pakistan,ODI # 66,Graeme Porter,12,Pakistan,3,20,1,1.66,-,-,-,0,0
Australia VS Pakistan,ODI # 66,Geoff Dymock,12,Pakistan,3,28,1,2.33,-,-,-,0,0
Australia VS Pakistan,ODI # 66,Gary Cosier,12,Pakistan,1,54,3,4.50,-,-,-,0,0
Australia VS Pakistan,ODI # 66,Alan Hurst,12,Pakistan,0,65,1,5.41,-,-,-,0,0
Australia VS Pakistan,ODI # 66,Graham Yallop,8,Pakistan,0,56,0,7.00,-,-,-,0,0
Australia VS Pakistan,ODI # 66,Allan Border,4,Pakistan,0,38,1,9.50,-,-,-,0,0
Australia VS Pakistan,ODI # 66,Asif Iqbal,12,Australia,0,36,0,3.00,-,-,-,0,0
Australia VS Pakistan,ODI # 66,Majid Khan,12,Australia,0,53,3,4.41,-,-,-,0,0
Australia VS Pakistan,ODI # 66,Mudassar Nazar,12,Australia,0,31,1,2.58,-,-,-,0,0
Australia VS Pakistan,ODI # 66,Imran Khan,10.1,Australia,2,29,2,2.85,-,-,-,0,0
Australia VS Pakistan,ODI # 66,Sikander Bakht,11,Australia,1,34,3,3.09,-,-,-,0,0
England VS Canada,ODI # 67,Bob Willis,10.3,Canada,3,11,4,1.04,-,-,-,0,0
England VS Canada,ODI # 67,Mike Hendrick,8,Canada,4,5,1,0.62,-,-,-,0,0
England VS Canada,ODI # 67,Ian Botham,9,Canada,5,12,1,1.33,-,-,-,0,0
England VS Canada,ODI # 67,Geoff Miller,2,Canada,1,1,0,0.50,-,-,-,0,0
England VS Canada,ODI # 67,Geoff Boycott,1,Canada,0,3,0,3.00,-,-,-,0,0
England VS Canada,ODI # 67,Chris Old,10,Canada,5,8,4,0.80,-,-,-,0,0
England VS Canada,ODI # 67,John Valentine,7,England,2,20,1,2.85,-,-,-,0,0
England VS Canada,ODI # 67,Robert Callender,6,England,1,14,1,2.33,-,-,-,0,0
England VS Canada,ODI # 67,Martin Stead,0.5,England,0,6,0,7.20,-,-,-,0,0
India VS West Indies,ODI # 61,Andy Roberts,9.1,India,0,32,2,3.49,-,-,-,0,0
India VS West Indies,ODI # 61,Michael Holding,12,India,2,33,4,2.75,-,-,-,0,0
India VS West Indies,ODI # 61,Joel Garner,12,India,1,42,1,3.50,-,-,-,0,0
India VS West Indies,ODI # 61,Colin Croft,10,India,1,31,1,3.10,-,-,-,0,0
India VS West Indies,ODI # 61,Collis King,10,India,1,36,1,3.60,-,-,-,0,0
India VS West Indies,ODI # 61,Kapil Dev,10,West Indies,1,46,1,4.60,-,-,-,0,0
India VS West Indies,ODI # 61,Karsan Ghavri,10,West Indies,2,25,0,2.50,-,-,-,0,0
India VS West Indies,ODI # 61,Srinivas Venkataraghavan,12,West Indies,3,30,0,2.50,-,-,-,0,0
India VS West Indies,ODI # 61,Bishan Bedi,12,West Indies,0,45,0,3.75,-,-,-,0,0
India VS West Indies,ODI # 61,Mohinder Amarnath,7.3,West Indies,0,35,0,4.66,-,-,-,0,0
New Zealand VS Sri Lanka,ODI # 62,Richard Hadlee,12,Sri Lanka,3,24,1,2.00,-,-,-,0,0
New Zealand VS Sri Lanka,ODI # 62,Gary Troup,10,Sri Lanka,0,30,1,3.00,-,-,-,0,0
New Zealand VS Sri Lanka,ODI # 62,Lance Cairns,12,Sri Lanka,1,45,1,3.75,-,-,-,0,0
New Zealand VS Sri Lanka,ODI # 62,Brian McKechnie,10.5,Sri Lanka,2,25,3,2.30,-,-,-,0,0
New Zealand VS Sri Lanka,ODI # 62,Warren Stott,12,Sri Lanka,1,48,3,4.00,-,-,-,0,0
New Zealand VS Sri Lanka,ODI # 62,Tony Opatha,7,New Zealand,1,31,0,4.42,-,-,-,0,0
New Zealand VS Sri Lanka,ODI # 62,Stanley De Silva,8,New Zealand,2,18,0,2.25,-,-,-,0,0
New Zealand VS Sri Lanka,ODI # 62,Bandula Warnapura,7,New Zealand,0,30,0,4.28,-,-,-,0,0
New Zealand VS Sri Lanka,ODI # 62,Somachandra De Silva,9,New Zealand,0,42,0,4.66,-,-,-,0,0
New Zealand VS Sri Lanka,ODI # 62,Ajit de Silva,12,New Zealand,1,39,1,3.25,-,-,-,0,0
New Zealand VS Sri Lanka,ODI # 62,Sudath Pasqual,4.4,New Zealand,0,20,0,4.28,-,-,-,0,0
England VS Australia,ODI # 63,Bob Willis,11,Australia,2,20,1,1.81,-,-,-,0,0
England VS Australia,ODI # 63,Mike Hendrick,12,Australia,2,24,0,2.00,-,-,-,0,0
England VS Australia,ODI # 63,Chris Old,12,Australia,2,33,1,2.75,-,-,-,0,0
England VS Australia,ODI # 63,Ian Botham,8,Australia,0,32,0,4.00,-,-,-,0,0
England VS Australia,ODI # 63,Phil Edmonds,11,Australia,1,25,1,2.27,-,-,-,0,0
England VS Australia,ODI # 63,Geoff Boycott,6,Australia,0,15,2,2.50,-,-,-,0,0
England VS Australia,ODI # 63,Rodney Hogg,9,England,1,25,1,2.77,-,-,-,0,0
England VS Australia,ODI # 63,Alan Hurst,10,England,3,33,1,3.30,-,-,-,0,0
England VS Australia,ODI # 63,Geoff Dymock,11,England,2,19,0,1.72,-,-,-,0,0
England VS Australia,ODI # 63,Gary Cosier,8,England,1,24,0,3.00,-,-,-,0,0
England VS Australia,ODI # 63,Trevor Laughlin,9.1,England,0,38,2,4.14,-,-,-,0,0
Canada VS Pakistan,ODI # 64,Imran Khan,11,Canada,1,27,1,2.45,-,-,-,0,0
Canada VS Pakistan,ODI # 64,Sarfraz Nawaz,10,Canada,1,26,3,2.60,-,-,-,0,0
Canada VS Pakistan,ODI # 64,Mudassar Nazar,4,Canada,1,11,0,2.75,-,-,-,0,0
Canada VS Pakistan,ODI # 64,Sikander Bakht,12,Canada,5,18,1,1.50,-,-,-,0,0
Canada VS Pakistan,ODI # 64,Majid Khan,11,Canada,4,11,1,1.00,-,-,-,0,0
Canada VS Pakistan,ODI # 64,Asif Iqbal,12,Canada,2,28,3,2.33,-,-,-,0,0
Canada VS Pakistan,ODI # 64,John Valentine,9,Pakistan,3,18,1,2.00,-,-,-,0,0
Canada VS Pakistan,ODI # 64,John Vaughan,5,Pakistan,1,21,0,4.20,-,-,-,0,0
Canada VS Pakistan,ODI # 64,Cornelius Henry,5,Pakistan,0,26,0,5.20,-,-,-,0,0
Canada VS Pakistan,ODI # 64,Jitendra Patel,11.1,Pakistan,0,27,0,2.41,-,-,-,0,0
Canada VS Pakistan,ODI # 64,Glenroy Sealy,6,Pakistan,0,21,0,3.50,-,-,-,0,0
Canada VS Pakistan,ODI # 64,Martin Stead,4,Pakistan,0,18,0,4.50,-,-,-,0,0
India VS West Indies,ODI # 223,Andy Roberts,10,India,3,32,3,3.20,-,-,-,0,0
India VS West Indies,ODI # 223,Joel Garner,12,India,4,24,1,2.00,-,-,-,0,0
India VS West Indies,ODI # 223,Malcolm Marshall,11,India,1,24,2,2.18,-,-,-,0,0
India VS West Indies,ODI # 223,Michael Holding,9.4,India,2,26,2,2.68,-,-,-,0,0
India VS West Indies,ODI # 223,Larry Gomes,11,India,1,49,2,4.45,-,-,-,0,0
India VS West Indies,ODI # 223,Viv Richards,1,India,0,8,0,8.00,-,-,-,0,0
India VS West Indies,ODI # 223,Kapil Dev,11,West Indies,4,21,1,1.90,-,-,-,0,0
India VS West Indies,ODI # 223,Balwinder Sandhu,9,West Indies,1,32,2,3.55,-,-,-,0,0
India VS West Indies,ODI # 223,Madan Lal,12,West Indies,2,31,3,2.58,-,-,-,0,0
India VS West Indies,ODI # 223,Roger Binny,10,West Indies,1,23,1,2.30,-,-,-,0,0
India VS West Indies,ODI # 223,Mohinder Amarnath,7,West Indies,0,12,3,1.71,-,-,-,0,0
India VS West Indies,ODI # 223,Kirti Azad,3,West Indies,0,7,0,2.33,-,-,-,0,0
England VS India,ODI # 221,Kapil Dev,11,England,1,35,3,3.18,-,-,-,0,0
England VS India,ODI # 221,Balwinder Sandhu,8,England,1,36,0,4.50,-,-,-,0,0
England VS India,ODI # 221,Roger Binny,12,England,1,43,2,3.58,-,-,-,0,0
England VS India,ODI # 221,Madan Lal,5,England,0,15,0,3.00,-,-,-,0,0
England VS India,ODI # 221,Kirti Azad,12,England,1,28,1,2.33,-,-,-,0,0
England VS India,ODI # 221,Mohinder Amarnath,12,England,1,27,2,2.25,-,-,-,0,0
England VS India,ODI # 221,Bob Willis,10.4,India,2,42,1,3.93,-,-,-,0,0
England VS India,ODI # 221,Graham Dilley,11,India,0,43,0,3.90,-,-,-,0,0
England VS India,ODI # 221,Paul Allott,10,India,3,40,1,4.00,-,-,-,0,0
England VS India,ODI # 221,Ian Botham,11,India,4,40,1,3.63,-,-,-,0,0
England VS India,ODI # 221,Vic Marks,12,India,1,38,0,3.16,-,-,-,0,0
Pakistan VS West Indies,ODI # 222,Andy Roberts,12,Pakistan,3,25,2,2.08,-,-,-,0,0
Pakistan VS West Indies,ODI # 222,Joel Garner,12,Pakistan,1,31,1,2.58,-,-,-,0,0
Pakistan VS West Indies,ODI # 222,Malcolm Marshall,12,Pakistan,2,28,3,2.33,-,-,-,0,0
Pakistan VS West Indies,ODI # 222,Michael Holding,12,Pakistan,1,25,1,2.08,-,-,-,0,0
Pakistan VS West Indies,ODI # 222,Larry Gomes,7,Pakistan,0,29,1,4.14,-,-,-,0,0
Pakistan VS West Indies,ODI # 222,Viv Richards,5,Pakistan,0,18,0,3.60,-,-,-,0,0
Pakistan VS West Indies,ODI # 222,Rashid Khan,12,West Indies,2,32,1,2.66,-,-,-,0,0
Pakistan VS West Indies,ODI # 222,Sarfraz Nawaz,8,West Indies,0,23,0,2.87,-,-,-,0,0
Pakistan VS West Indies,ODI # 222,Abdul Qadir,11,West Indies,1,42,1,3.81,-,-,-,0,0
Pakistan VS West Indies,ODI # 222,Shahid Mahboob,11,West Indies,1,43,0,3.90,-,-,-,0,0
Pakistan VS West Indies,ODI # 222,Wasim Raja,1,West Indies,0,9,0,9.00,-,-,-,0,0
Pakistan VS West Indies,ODI # 222,Zaheer Abbas,4.4,West Indies,1,24,0,5.14,-,-,-,0,0
Pakistan VS West Indies,ODI # 222,Mohsin Khan,1,West Indies,0,3,0,3.00,-,-,-,0,0
England VS Sri Lanka,ODI # 217,Bob Willis,9,Sri Lanka,4,9,1,1.00,-,-,-,0,0
England VS Sri Lanka,ODI # 217,Norman Cowans,12,Sri Lanka,3,31,2,2.58,-,-,-,0,0
England VS Sri Lanka,ODI # 217,Ian Botham,9,Sri Lanka,4,12,2,1.33,-,-,-,0,0
England VS Sri Lanka,ODI # 217,Paul Allott,10.4,Sri Lanka,0,41,3,3.84,-,-,-,0,0
England VS Sri Lanka,ODI # 217,Mike Gatting,4,Sri Lanka,2,13,0,3.25,-,-,-,0,0
England VS Sri Lanka,ODI # 217,Vic Marks,6,Sri Lanka,2,18,2,3.00,-,-,-,0,0
England VS Sri Lanka,ODI # 217,Ashantha de Mel,10,England,1,33,1,3.30,-,-,-,0,0
England VS Sri Lanka,ODI # 217,Rumesh Ratnayake,5,England,0,23,0,4.60,-,-,-,0,0
England VS Sri Lanka,ODI # 217,Vinothen John,6,England,0,41,0,6.83,-,-,-,0,0
England VS Sri Lanka,ODI # 217,Somachandra De Silva,3,England,0,29,0,9.66,-,-,-,0,0
England VS Sri Lanka,ODI # 217,Arjuna Ranatunga,0.1,England,0,1,0,6.00,-,-,-,0,0
New Zealand VS Pakistan,ODI # 218,Richard Hadlee,12,Pakistan,1,61,1,5.08,-,-,-,0,0
New Zealand VS Pakistan,ODI # 218,Lance Cairns,12,Pakistan,1,45,0,3.75,-,-,-,0,0
New Zealand VS Pakistan,ODI # 218,Ewen Chatfield,12,Pakistan,0,57,0,4.75,-,-,-,0,0
New Zealand VS Pakistan,ODI # 218,Jeremy Coney,12,Pakistan,0,42,2,3.50,-,-,-,0,0
New Zealand VS Pakistan,ODI # 218,John Bracewell,12,Pakistan,0,50,0,4.16,-,-,-,0,0
New Zealand VS Pakistan,ODI # 218,Rashid Khan,6,New Zealand,1,24,0,4.00,-,-,-,0,0
New Zealand VS Pakistan,ODI # 218,Sarfraz Nawaz,9.1,New Zealand,1,50,2,5.45,-,-,-,0,0
New Zealand VS Pakistan,ODI # 218,Abdul Qadir,12,New Zealand,0,53,2,4.41,-,-,-,0,0
New Zealand VS Pakistan,ODI # 218,Ijaz Faqih,6,New Zealand,1,21,0,3.50,-,-,-,0,0
New Zealand VS Pakistan,ODI # 218,Shahid Mahboob,10,New Zealand,0,37,1,3.70,-,-,-,0,0
New Zealand VS Pakistan,ODI # 218,Mudassar Nazar,12,New Zealand,0,43,3,3.58,-,-,-,0,0
New Zealand VS Pakistan,ODI # 218,Zaheer Abbas,4,New Zealand,1,8,1,2.00,-,-,-,0,0
Australia VS India,ODI # 219,Geoff Lawson,10,India,1,40,1,4.00,-,-,-,0,0
Australia VS India,ODI # 219,Rodney Hogg,12,India,2,40,3,3.33,-,-,-,0,0
Australia VS India,ODI # 219,Tom Hogan,11,India,1,31,1,2.81,-,-,-,0,0
Australia VS India,ODI # 219,Jeff Thomson,10.5,India,0,51,3,4.70,-,-,-,0,0
Australia VS India,ODI # 219,Ken MacLeay,12,India,2,48,1,4.00,-,-,-,0,0
Australia VS India,ODI # 219,Kapil Dev,8,Australia,2,16,0,2.00,-,-,-,0,0
Australia VS India,ODI # 219,Balwinder Sandhu,10,Australia,1,26,2,2.60,-,-,-,0,0
Australia VS India,ODI # 219,Madan Lal,8.2,Australia,3,20,4,2.40,-,-,-,0,0
Australia VS India,ODI # 219,Roger Binny,8,Australia,2,29,4,3.62,-,-,-,0,0
Australia VS India,ODI # 219,Mohinder Amarnath,2,Australia,0,17,0,8.50,-,-,-,0,0
Australia VS India,ODI # 219,Kirti Azad,2,Australia,0,7,0,3.50,-,-,-,0,0
West Indies VS Zimbabwe,ODI # 220,Malcolm Marshall,12,Zimbabwe,3,19,2,1.58,-,-,-,0,0
West Indies VS Zimbabwe,ODI # 220,Joel Garner,7,Zimbabwe,4,13,2,1.85,-,-,-,0,0
West Indies VS Zimbabwe,ODI # 220,Winston Davis,8,Zimbabwe,2,13,0,1.62,-,-,-,0,0
West Indies VS Zimbabwe,ODI # 220,Wayne Daniel,9,Zimbabwe,2,28,3,3.11,-,-,-,0,0
West Indies VS Zimbabwe,ODI # 220,Larry Gomes,12,Zimbabwe,2,26,0,2.16,-,-,-,0,0
West Indies VS Zimbabwe,ODI # 220,Viv Richards,12,Zimbabwe,1,41,3,3.41,-,-,-,0,0
West Indies VS Zimbabwe,ODI # 220,Peter Rawson,12,West Indies,3,38,0,3.16,-,-,-,0,0
West Indies VS Zimbabwe,ODI # 220,Iain Butchart,4,West Indies,0,23,0,5.75,-,-,-,0,0
West Indies VS Zimbabwe,ODI # 220,John Traicos,12,West Indies,2,24,0,2.00,-,-,-,0,0
West Indies VS Zimbabwe,ODI # 220,Kevin Curran,9,West Indies,0,44,0,4.88,-,-,-,0,0
West Indies VS Zimbabwe,ODI # 220,Duncan Fletcher,8.1,West Indies,0,39,0,4.77,-,-,-,0,0
England VS Pakistan,ODI # 213,Bob Willis,12,Pakistan,3,37,1,3.08,-,-,-,0,0
England VS Pakistan,ODI # 213,Graham Dilley,12,Pakistan,2,46,2,3.83,-,-,-,0,0
England VS Pakistan,ODI # 213,Paul Allott,12,Pakistan,1,33,1,2.75,-,-,-,0,0
England VS Pakistan,ODI # 213,Ian Botham,12,Pakistan,1,51,0,4.25,-,-,-,0,0
England VS Pakistan,ODI # 213,Vic Marks,12,Pakistan,0,45,2,3.75,-,-,-,0,0
England VS Pakistan,ODI # 213,Rashid Khan,11,England,1,58,0,5.27,-,-,-,0,0
England VS Pakistan,ODI # 213,Sarfraz Nawaz,10.2,England,2,22,0,2.12,-,-,-,0,0
England VS Pakistan,ODI # 213,Abdul Qadir,11,England,0,51,0,4.63,-,-,-,0,0
England VS Pakistan,ODI # 213,Ijaz Faqih,6,England,0,19,0,3.16,-,-,-,0,0
England VS Pakistan,ODI # 213,Mudassar Nazar,12,England,2,34,2,2.83,-,-,-,0,0
England VS Pakistan,ODI # 213,Zaheer Abbas,7,England,0,26,1,3.71,-,-,-,0,0
New Zealand VS Sri Lanka,ODI # 214,Ashantha de Mel,12,New Zealand,4,32,5,2.66,-,-,-,0,0
New Zealand VS Sri Lanka,ODI # 214,Rumesh Ratnayake,11,New Zealand,4,18,2,1.63,-,-,-,0,0
New Zealand VS Sri Lanka,ODI # 214,Arjuna Ranatunga,10,New Zealand,2,50,0,5.00,-,-,-,0,0
New Zealand VS Sri Lanka,ODI # 214,Somachandra De Silva,12,New Zealand,5,11,2,0.91,-,-,-,0,0
New Zealand VS Sri Lanka,ODI # 214,Athula Samarasekera,11.2,New Zealand,2,38,0,3.35,-,-,-,0,0
New Zealand VS Sri Lanka,ODI # 214,Sidath Wettimuny,2,New Zealand,0,11,0,5.50,-,-,-,0,0
New Zealand VS Sri Lanka,ODI # 214,Richard Hadlee,12,Sri Lanka,3,16,1,1.33,-,-,-,0,0
New Zealand VS Sri Lanka,ODI # 214,Lance Cairns,10,Sri Lanka,2,35,1,3.50,-,-,-,0,0
New Zealand VS Sri Lanka,ODI # 214,Martin Snedden,10.5,Sri Lanka,1,58,2,5.35,-,-,-,0,0
New Zealand VS Sri Lanka,ODI # 214,Ewen Chatfield,12,Sri Lanka,3,23,1,1.91,-,-,-,0,0
New Zealand VS Sri Lanka,ODI # 214,Martin Crowe,4,Sri Lanka,2,15,1,3.75,-,-,-,0,0
New Zealand VS Sri Lanka,ODI # 214,Jeremy Coney,4,Sri Lanka,1,22,0,5.50,-,-,-,0,0
Australia VS West Indies,ODI # 215,Andy Roberts,12,Australia,0,51,0,4.25,-,-,-,0,0
Australia VS West Indies,ODI # 215,Malcolm Marshall,12,Australia,0,36,2,3.00,-,-,-,0,0
Australia VS West Indies,ODI # 215,Winston Davis,12,Australia,0,57,1,4.75,-,-,-,0,0
Australia VS West Indies,ODI # 215,Michael Holding,12,Australia,1,56,1,4.66,-,-,-,0,0
Australia VS West Indies,ODI # 215,Larry Gomes,12,Australia,0,47,2,3.91,-,-,-,0,0
Australia VS West Indies,ODI # 215,Rodney Hogg,12,West Indies,0,25,1,2.08,-,-,-,0,0
Australia VS West Indies,ODI # 215,Jeff Thomson,11,West Indies,0,64,0,5.81,-,-,-,0,0
Australia VS West Indies,ODI # 215,Tom Hogan,12,West Indies,0,60,1,5.00,-,-,-,0,0
Australia VS West Indies,ODI # 215,Dennis Lillee,12,West Indies,0,52,0,4.33,-,-,-,0,0
Australia VS West Indies,ODI # 215,Trevor Chappell,10.5,West Indies,0,51,1,4.70,-,-,-,0,0
India VS Zimbabwe,ODI # 216,Peter Rawson,12,India,4,47,3,3.91,-,-,-,0,0
India VS Zimbabwe,ODI # 216,Kevin Curran,12,India,1,65,3,5.41,-,-,-,0,0
India VS Zimbabwe,ODI # 216,Iain Butchart,12,India,2,38,0,3.16,-,-,-,0,0
India VS Zimbabwe,ODI # 216,Duncan Fletcher,12,India,2,59,1,4.91,-,-,-,0,0
India VS Zimbabwe,ODI # 216,John Traicos,12,India,0,45,1,3.75,-,-,-,0,0
India VS Zimbabwe,ODI # 216,Kapil Dev,11,Zimbabwe,1,32,1,2.90,-,-,-,0,0
India VS Zimbabwe,ODI # 216,Balwinder Sandhu,11,Zimbabwe,2,44,1,4.00,-,-,-,0,0
India VS Zimbabwe,ODI # 216,Roger Binny,11,Zimbabwe,2,45,2,4.09,-,-,-,0,0
India VS Zimbabwe,ODI # 216,Madan Lal,11,Zimbabwe,2,42,3,3.81,-,-,-,0,0
India VS Zimbabwe,ODI # 216,Mohinder Amarnath,12,Zimbabwe,1,37,1,3.08,-,-,-,0,0
India VS Zimbabwe,ODI # 216,Ravi Shastri,1,Zimbabwe,0,7,0,7.00,-,-,-,0,0
Pakistan VS Sri Lanka,ODI # 211,Ashantha de Mel,12,Pakistan,1,39,5,3.25,-,-,-,0,0
Pakistan VS Sri Lanka,ODI # 211,Vinothen John,12,Pakistan,1,48,0,4.00,-,-,-,0,0
Pakistan VS Sri Lanka,ODI # 211,Rumesh Ratnayake,12,Pakistan,2,42,2,3.50,-,-,-,0,0
Pakistan VS Sri Lanka,ODI # 211,Arjuna Ranatunga,11,Pakistan,0,49,0,4.45,-,-,-,0,0
Pakistan VS Sri Lanka,ODI # 211,Somachandra De Silva,12,Pakistan,1,42,0,3.50,-,-,-,0,0
Pakistan VS Sri Lanka,ODI # 211,Sidath Wettimuny,1,Pakistan,0,4,0,4.00,-,-,-,0,0
Pakistan VS Sri Lanka,ODI # 211,Rashid Khan,12,Sri Lanka,4,31,2,2.58,-,-,-,0,0
Pakistan VS Sri Lanka,ODI # 211,Sarfraz Nawaz,11.3,Sri Lanka,2,25,1,2.17,-,-,-,0,0
Pakistan VS Sri Lanka,ODI # 211,Shahid Mahboob,10,Sri Lanka,1,62,1,6.20,-,-,-,0,0
Pakistan VS Sri Lanka,ODI # 211,Mansoor Akhtar,1,Sri Lanka,0,8,0,8.00,-,-,-,0,0
Pakistan VS Sri Lanka,ODI # 211,Ijaz Faqih,12,Sri Lanka,0,27,0,2.25,-,-,-,0,0
Pakistan VS Sri Lanka,ODI # 211,Abdul Qadir,12,Sri Lanka,1,44,5,3.66,-,-,-,0,0
Australia VS Zimbabwe,ODI # 212,Vince Hogg,9,Australia,2,34,0,3.77,-,-,-,0,0
Australia VS Zimbabwe,ODI # 212,Peter Rawson,9,Australia,0,50,1,5.55,-,-,-,0,0
Australia VS Zimbabwe,ODI # 212,Duncan Fletcher,9,Australia,1,27,1,3.00,-,-,-,0,0
Australia VS Zimbabwe,ODI # 212,Iain Butchart,10,Australia,0,52,2,5.20,-,-,-,0,0
Australia VS Zimbabwe,ODI # 212,John Traicos,12,Australia,1,28,2,2.33,-,-,-,0,0
Australia VS Zimbabwe,ODI # 212,Kevin Curran,11,Australia,0,57,1,5.18,-,-,-,0,0
Australia VS Zimbabwe,ODI # 212,Rodney Hogg,12,Zimbabwe,0,40,3,3.33,-,-,-,0,0
Australia VS Zimbabwe,ODI # 212,Dennis Lillee,9,Zimbabwe,1,23,0,2.55,-,-,-,0,0
Australia VS Zimbabwe,ODI # 212,Tom Hogan,12,Zimbabwe,0,33,2,2.75,-,-,-,0,0
Australia VS Zimbabwe,ODI # 212,Ken MacLeay,9,Zimbabwe,0,45,0,5.00,-,-,-,0,0
Australia VS Zimbabwe,ODI # 212,Allan Border,9,Zimbabwe,1,30,0,3.33,-,-,-,0,0
Australia VS Zimbabwe,ODI # 212,Trevor Chappell,8.5,Zimbabwe,0,47,3,5.32,-,-,-,0,0
England VS New Zealand,ODI # 209,Richard Hadlee,10,England,3,32,3,3.20,-,-,-,0,0
England VS New Zealand,ODI # 209,Lance Cairns,11,England,0,44,3,4.00,-,-,-,0,0
England VS New Zealand,ODI # 209,Jeremy Coney,12,England,2,27,1,2.25,-,-,-,0,0
England VS New Zealand,ODI # 209,John Bracewell,12,England,0,66,1,5.50,-,-,-,0,0
England VS New Zealand,ODI # 209,Ewen Chatfield,10.2,England,0,50,2,4.83,-,-,-,0,0
England VS New Zealand,ODI # 209,Bob Willis,12,New Zealand,1,42,4,3.50,-,-,-,0,0
England VS New Zealand,ODI # 209,Graham Dilley,12,New Zealand,1,43,0,3.58,-,-,-,0,0
England VS New Zealand,ODI # 209,Ian Botham,12,New Zealand,1,47,1,3.91,-,-,-,0,0
England VS New Zealand,ODI # 209,Paul Allott,11.5,New Zealand,2,44,1,3.71,-,-,-,0,0
England VS New Zealand,ODI # 209,Vic Marks,12,New Zealand,1,34,1,2.83,-,-,-,0,0
India VS West Indies,ODI # 210,Kapil Dev,12,West Indies,0,46,1,3.83,-,-,-,0,0
India VS West Indies,ODI # 210,Balwinder Sandhu,12,West Indies,2,42,1,3.50,-,-,-,0,0
India VS West Indies,ODI # 210,Roger Binny,12,West Indies,0,71,3,5.91,-,-,-,0,0
India VS West Indies,ODI # 210,Mohinder Amarnath,12,West Indies,0,58,1,4.83,-,-,-,0,0
India VS West Indies,ODI # 210,Madan Lal,12,West Indies,0,47,1,3.91,-,-,-,0,0
India VS West Indies,ODI # 210,Andy Roberts,9,India,1,29,2,3.22,-,-,-,0,0
India VS West Indies,ODI # 210,Michael Holding,9.1,India,0,40,3,4.36,-,-,-,0,0
India VS West Indies,ODI # 210,Malcolm Marshall,11,India,3,20,1,1.81,-,-,-,0,0
India VS West Indies,ODI # 210,Winston Davis,12,India,2,51,0,4.25,-,-,-,0,0
India VS West Indies,ODI # 210,Larry Gomes,12,India,1,55,1,4.58,-,-,-,0,0
England VS Pakistan,ODI # 205,Bob Willis,12,Pakistan,4,24,2,2.00,-,-,-,0,0
England VS Pakistan,ODI # 205,Graham Dilley,12,Pakistan,1,33,0,2.75,-,-,-,0,0
England VS Pakistan,ODI # 205,Paul Allott,12,Pakistan,2,48,1,4.00,-,-,-,0,0
England VS Pakistan,ODI # 205,Ian Botham,12,Pakistan,3,36,2,3.00,-,-,-,0,0
England VS Pakistan,ODI # 205,Vic Marks,12,Pakistan,1,33,1,2.75,-,-,-,0,0
England VS Pakistan,ODI # 205,Rashid Khan,7,England,2,19,1,2.71,-,-,-,0,0
England VS Pakistan,ODI # 205,Sarfraz Nawaz,11,England,5,22,0,2.00,-,-,-,0,0
England VS Pakistan,ODI # 205,Wasim Raja,3,England,0,14,0,4.66,-,-,-,0,0
England VS Pakistan,ODI # 205,Mudassar Nazar,8,England,0,30,0,3.75,-,-,-,0,0
England VS Pakistan,ODI # 205,Abdul Qadir,9.4,England,0,53,0,5.48,-,-,-,0,0
England VS Pakistan,ODI # 205,Mansoor Akhtar,12,England,2,44,1,3.66,-,-,-,0,0
New Zealand VS Sri Lanka,ODI # 206,Richard Hadlee,10.1,Sri Lanka,4,25,5,2.45,-,-,-,0,0
New Zealand VS Sri Lanka,ODI # 206,Martin Snedden,10,Sri Lanka,1,38,1,3.80,-,-,-,0,0
New Zealand VS Sri Lanka,ODI # 206,Ewen Chatfield,12,Sri Lanka,4,24,2,2.00,-,-,-,0,0
New Zealand VS Sri Lanka,ODI # 206,Lance Cairns,7,Sri Lanka,0,35,0,5.00,-,-,-,0,0
New Zealand VS Sri Lanka,ODI # 206,Jeremy Coney,12,Sri Lanka,0,44,2,3.66,-,-,-,0,0
New Zealand VS Sri Lanka,ODI # 206,Martin Crowe,5,Sri Lanka,0,32,0,6.40,-,-,-,0,0
New Zealand VS Sri Lanka,ODI # 206,Ashantha de Mel,8,New Zealand,2,30,2,3.75,-,-,-,0,0
New Zealand VS Sri Lanka,ODI # 206,Vinothen John,8.2,New Zealand,0,49,1,5.88,-,-,-,0,0
New Zealand VS Sri Lanka,ODI # 206,Rumesh Ratnayake,12,New Zealand,0,60,1,5.00,-,-,-,0,0
New Zealand VS Sri Lanka,ODI # 206,Somachandra De Silva,9,New Zealand,0,39,1,4.33,-,-,-,0,0
New Zealand VS Sri Lanka,ODI # 206,Arjuna Ranatunga,2,New Zealand,0,22,0,11.00,-,-,-,0,0
Australia VS India,ODI # 207,Kapil Dev,12,Australia,2,43,5,3.58,-,-,-,0,0
Australia VS India,ODI # 207,Balwinder Sandhu,12,Australia,1,52,0,4.33,-,-,-,0,0
Australia VS India,ODI # 207,Roger Binny,12,Australia,0,52,1,4.33,-,-,-,0,0
Australia VS India,ODI # 207,Ravi Shastri,2,Australia,0,16,0,8.00,-,-,-,0,0
Australia VS India,ODI # 207,Madan Lal,12,Australia,0,69,2,5.75,-,-,-,0,0
Australia VS India,ODI # 207,Sandeep Patil,6,Australia,0,36,0,6.00,-,-,-,0,0
Australia VS India,ODI # 207,Mohinder Amarnath,4,Australia,0,27,1,6.75,-,-,-,0,0
