VS,Match Id,Player,Overs,Teaminnings,Mins,Given Runs,Wickets,ECON,Dot Balls,Fours,Sixs,Wides,No Balls,Bowling Average,Balls,Strike Rate,Five Wicket Hauls,Bowling Figure
South Africa VS Zimbabwe,ODI # 738,Phil Simmons,9.0,India,0,48,1,5.33,0,0,0,1,1,48.0,54,54.0,0,1/48
South Africa VS Zimbabwe,ODI # 738,Carl Hooper,10.0,India,0,46,1,4.6,0,0,0,0,0,46.0,60,60.0,0,1/46
South Africa VS Zimbabwe,ODI # 738,Keith Arthurton,1.0,India,0,5,0,5.0,0,0,0,0,0,0.0,6,0.0,0,0/5
South Africa VS Zimbabwe,ODI # 738,Kapil Dev,8.0,West Indies,0,45,1,5.62,0,0,0,0,0,45.0,48,48.0,0,1/45
South Africa VS Zimbabwe,ODI # 738,Manoj Prabhakar,9.0,West Indies,0,55,1,6.11,0,0,0,1,1,55.0,54,54.0,0,1/55
South Africa VS Zimbabwe,ODI # 738,Venkatapathy Raju,10.0,West Indies,2,32,1,3.2,0,0,0,1,0,32.0,60,60.0,0,1/32
South Africa VS Zimbabwe,ODI # 738,Javagal Srinath,9.0,West Indies,2,23,2,2.55,0,0,0,0,3,11.5,54,27.0,0,2/23
South Africa VS Zimbabwe,ODI # 738,Sachin Tendulkar,3.0,West Indies,0,20,0,6.66,0,0,0,0,0,0.0,18,0.0,0,0/20
South Africa VS Zimbabwe,ODI # 738,Kris Srikkanth,1.0,West Indies,0,7,0,7.0,0,0,0,0,0,0.0,6,0.0,0,0/7
South Africa VS Zimbabwe,ODI # 738,Ajay Jadeja,0.2,West Indies,0,5,0,15.0,0,0,0,0,0,0.0,2,0.0,0,0/5
India VS West Indies,ODI # 737,Pramodya Wickramasinghe,9.0,England,0,54,0,6.0,0,0,0,3,0,0.0,54,0.0,0,0/54
India VS West Indies,ODI # 737,Champaka Ramanayake,10.0,England,1,42,1,4.2,0,0,0,3,4,42.0,60,60.0,0,1/42
India VS West Indies,ODI # 737,Graeme Labrooy,10.0,England,1,68,1,6.8,0,0,0,2,0,68.0,60,60.0,0,1/68
India VS West Indies,ODI # 737,Don Anurasiri,10.0,England,1,27,1,2.7,0,0,0,0,0,27.0,60,60.0,0,1/27
India VS West Indies,ODI # 737,Asanka Gurusinha,10.0,England,0,67,2,6.7,0,0,0,1,0,33.5,60,30.0,0,2/67
India VS West Indies,ODI # 737,Sanath Jayasuriya,1.0,England,0,12,0,12.0,0,0,0,0,0,0.0,6,0.0,0,0/12
India VS West Indies,ODI # 737,Derek Pringle,7.0,Sri Lanka,1,27,0,3.85,0,0,0,1,3,0.0,42,0.0,0,0/27
India VS West Indies,ODI # 737,Chris Lewis,8.0,Sri Lanka,0,30,4,3.75,0,0,0,2,2,7.5,48,12.0,0,4/30
India VS West Indies,ODI # 737,Phil DeFreitas,5.0,Sri Lanka,1,31,0,6.2,0,0,0,3,1,0.0,30,0.0,0,0/31
India VS West Indies,ODI # 737,Ian Botham,10.0,Sri Lanka,0,33,1,3.3,0,0,0,1,0,33.0,60,60.0,0,1/33
India VS West Indies,ODI # 737,Richard Illingworth,10.0,Sri Lanka,0,32,2,3.2,0,0,0,0,0,16.0,60,30.0,0,2/32
India VS West Indies,ODI # 737,Dermot Reeve,4.0,Sri Lanka,0,14,2,3.5,0,0,0,1,0,7.0,24,12.0,0,2/14
England VS Sri Lanka,ODI # 736,Wasim Akram,10.0,South Africa,0,42,2,4.2,0,0,0,7,4,21.0,60,30.0,0,2/42
England VS Sri Lanka,ODI # 736,Aaqib Javed,7.0,South Africa,1,36,1,5.14,0,0,0,2,1,36.0,42,42.0,0,1/36
England VS Sri Lanka,ODI # 736,Imran Khan,10.0,South Africa,0,34,2,3.4,0,0,0,0,0,17.0,60,30.0,0,2/34
England VS Sri Lanka,ODI # 736,Iqbal Sikander,8.0,South Africa,0,30,1,3.75,0,0,0,0,0,30.0,48,48.0,0,1/30
England VS Sri Lanka,ODI # 736,Ijaz Ahmed,7.0,South Africa,0,26,0,3.71,0,0,0,0,0,0.0,42,0.0,0,0/26
England VS Sri Lanka,ODI # 736,Mushtaq Ahmed,8.0,South Africa,1,35,1,4.37,0,0,0,0,0,35.0,48,48.0,0,1/35
England VS Sri Lanka,ODI # 736,Allan Donald,7.0,Pakistan,1,31,0,4.42,0,0,0,4,0,0.0,42,0.0,0,0/31
England VS Sri Lanka,ODI # 736,Meyrick Pringle,7.0,Pakistan,0,31,0,4.42,0,0,0,3,1,0.0,42,0.0,0,0/31
England VS Sri Lanka,ODI # 736,Richard Snell,8.0,Pakistan,2,26,1,3.25,0,0,0,1,0,26.0,48,48.0,0,1/26
England VS Sri Lanka,ODI # 736,Brian McMillan,7.0,Pakistan,0,34,2,4.85,0,0,0,4,0,17.0,42,21.0,0,2/34
England VS Sri Lanka,ODI # 736,Adrian Kuiper,6.0,Pakistan,0,40,3,6.66,0,0,0,2,0,13.33,36,12.0,0,3/40
England VS Sri Lanka,ODI # 736,Hansie Cronje,1.0,Pakistan,0,9,0,9.0,0,0,0,0,0,0.0,6,0.0,0,0/9
Pakistan VS South Africa,ODI # 735,Danny Morrison,9.0,West Indies,1,33,1,3.66,0,0,0,2,1,33.0,54,54.0,0,1/33
Pakistan VS South Africa,ODI # 735,Dipak Patel,10.0,West Indies,2,19,1,1.9,0,0,0,1,0,19.0,60,60.0,0,1/19
Pakistan VS South Africa,ODI # 735,Willie Watson,10.0,West Indies,2,56,1,5.6,0,0,0,0,0,56.0,60,60.0,0,1/56
Pakistan VS South Africa,ODI # 735,Gavin Larsen,10.0,West Indies,0,41,2,4.1,0,0,0,0,0,20.5,60,30.0,0,2/41
Pakistan VS South Africa,ODI # 735,Chris Harris,10.0,West Indies,2,32,2,3.2,0,0,0,0,0,16.0,60,30.0,0,2/32
Pakistan VS South Africa,ODI # 735,Rod Latham,1.0,West Indies,0,14,0,14.0,0,0,0,4,0,0.0,6,0.0,0,0/14
Pakistan VS South Africa,ODI # 735,Curtly Ambrose,10.0,New Zealand,1,41,1,4.1,0,0,0,3,0,41.0,60,60.0,0,1/41
Pakistan VS South Africa,ODI # 735,Malcolm Marshall,9.0,New Zealand,1,35,0,3.88,0,0,0,1,1,0.0,54,0.0,0,0/35
Pakistan VS South Africa,ODI # 735,Anderson Cummins,10.0,New Zealand,0,53,2,5.3,0,0,0,1,0,26.5,60,30.0,0,2/53
Pakistan VS South Africa,ODI # 735,Winston Benjamin,9.3,New Zealand,3,34,2,3.57,0,0,0,0,0,17.0,57,28.5,0,2/34
Pakistan VS South Africa,ODI # 735,Carl Hooper,10.0,New Zealand,0,36,0,3.6,0,0,0,0,0,0.0,60,0.0,0,0/36
New Zealand VS West Indies,ODI # 734,Craig McDermott,10.0,Sri Lanka,0,28,1,2.8,0,0,0,1,0,28.0,60,60.0,0,1/28
New Zealand VS West Indies,ODI # 734,Steve Waugh,7.0,Sri Lanka,0,34,0,4.85,0,0,0,4,1,0.0,42,0.0,0,0/34
New Zealand VS West Indies,ODI # 734,Mike Whitney,10.0,Sri Lanka,3,26,1,2.6,0,0,0,0,0,26.0,60,60.0,0,1/26
New Zealand VS West Indies,ODI # 734,Tom Moody,3.0,Sri Lanka,0,18,0,6.0,0,0,0,0,0,0.0,18,0.0,0,0/18
New Zealand VS West Indies,ODI # 734,Peter Taylor,10.0,Sri Lanka,0,34,2,3.4,0,0,0,0,0,17.0,60,30.0,0,2/34
New Zealand VS West Indies,ODI # 734,Allan Border,10.0,Sri Lanka,0,40,1,4.0,0,0,0,0,0,40.0,60,60.0,0,1/40
New Zealand VS West Indies,ODI # 734,Pramodya Wickramasinghe,10.0,Australia,3,29,2,2.9,0,0,0,1,1,14.5,60,30.0,0,2/29
New Zealand VS West Indies,ODI # 734,Champaka Ramanayake,9.0,Australia,1,44,0,4.88,0,0,0,2,5,0.0,54,0.0,0,0/44
New Zealand VS West Indies,ODI # 734,Don Anurasiri,10.0,Australia,0,43,0,4.3,0,0,0,0,0,0.0,60,0.0,0,0/43
New Zealand VS West Indies,ODI # 734,Asanka Gurusinha,6.0,Australia,0,20,0,3.33,0,0,0,0,0,0.0,36,0.0,0,0/20
New Zealand VS West Indies,ODI # 734,Arjuna Ranatunga,1.0,Australia,0,11,0,11.0,0,0,0,0,0,0.0,6,0.0,0,0/11
New Zealand VS West Indies,ODI # 734,Ruwan Kalpage,8.0,Australia,0,41,1,5.12,0,0,0,0,0,41.0,48,48.0,0,1/41
Australia VS Sri Lanka,ODI # 733,Eddo Brandes,7.0,India,0,43,1,6.14,0,0,0,0,0,43.0,42,42.0,0,1/43
Australia VS Sri Lanka,ODI # 733,Kevin Duers,7.0,India,0,48,0,6.85,0,0,0,0,0,0.0,42,0.0,0,0/48
Australia VS Sri Lanka,ODI # 733,Mark Burmester,6.0,India,0,36,3,6.0,0,0,0,3,0,12.0,36,12.0,0,3/36
Australia VS Sri Lanka,ODI # 733,Ali Shah,6.0,India,1,38,0,6.33,0,0,0,0,0,0.0,36,0.0,0,0/38
Australia VS Sri Lanka,ODI # 733,John Traicos,6.0,India,0,35,3,5.83,0,0,0,0,0,11.67,36,12.0,0,3/35
Australia VS Sri Lanka,ODI # 733,Kapil Dev,4.0,Zimbabwe,0,6,0,1.5,0,0,0,2,0,0.0,24,0.0,0,0/6
Australia VS Sri Lanka,ODI # 733,Manoj Prabhakar,3.0,Zimbabwe,0,14,0,4.66,0,0,0,1,0,0.0,18,0.0,0,0/14
Australia VS Sri Lanka,ODI # 733,Javagal Srinath,4.0,Zimbabwe,0,20,0,5.0,0,0,0,1,0,0.0,24,0.0,0,0/20
Australia VS Sri Lanka,ODI # 733,Sachin Tendulkar,6.0,Zimbabwe,0,35,1,5.83,0,0,0,1,0,35.0,36,36.0,0,1/35
Australia VS Sri Lanka,ODI # 733,Venkatapathy Raju,2.1,Zimbabwe,0,17,0,7.84,0,0,0,0,0,0.0,13,0.0,0,0/17
India VS Zimbabwe,ODI # 732,Derek Pringle,9.0,Australia,1,24,1,2.66,0,0,0,1,4,24.0,54,54.0,0,1/24
India VS Zimbabwe,ODI # 732,Chris Lewis,10.0,Australia,2,28,0,2.8,0,0,0,2,0,0.0,60,0.0,0,0/28
India VS Zimbabwe,ODI # 732,Phil DeFreitas,10.0,Australia,3,23,1,2.3,0,0,0,1,0,23.0,60,60.0,0,1/23
India VS Zimbabwe,ODI # 732,Ian Botham,10.0,Australia,1,31,4,3.1,0,0,0,1,0,7.75,60,15.0,0,4/31
India VS Zimbabwe,ODI # 732,Phil Tufnell,9.0,Australia,0,52,1,5.77,0,0,0,0,1,52.0,54,54.0,0,1/52
India VS Zimbabwe,ODI # 732,Dermot Reeve,1.0,Australia,0,3,1,3.0,0,0,0,0,0,3.0,6,6.0,0,1/3
India VS Zimbabwe,ODI # 732,Craig McDermott,10.0,England,1,29,0,2.9,0,0,0,3,1,0.0,60,0.0,0,0/29
India VS Zimbabwe,ODI # 732,Bruce Reid,7.5,England,0,49,0,6.25,0,0,0,2,5,0.0,47,0.0,0,0/49
India VS Zimbabwe,ODI # 732,Mike Whitney,10.0,England,2,28,1,2.8,0,0,0,1,0,28.0,60,60.0,0,1/28
India VS Zimbabwe,ODI # 732,Steve Waugh,6.0,England,0,29,1,4.83,0,0,0,2,0,29.0,36,36.0,0,1/29
India VS Zimbabwe,ODI # 732,Peter Taylor,3.0,England,0,7,0,2.33,0,0,0,0,0,0.0,18,0.0,0,0/7
India VS Zimbabwe,ODI # 732,Tom Moody,4.0,England,0,18,0,4.5,0,0,0,0,0,0.0,24,0.0,0,0/18
Australia VS England,ODI # 731,Curtly Ambrose,10.0,South Africa,1,34,2,3.4,0,0,0,0,3,17.0,60,30.0,0,2/34
Australia VS England,ODI # 731,Malcolm Marshall,10.0,South Africa,1,26,2,2.6,0,0,0,0,0,13.0,60,30.0,0,2/26
Australia VS England,ODI # 731,Carl Hooper,10.0,South Africa,0,45,1,4.5,0,0,0,2,0,45.0,60,60.0,0,1/45
Australia VS England,ODI # 731,Anderson Cummins,10.0,South Africa,0,40,2,4.0,0,0,0,0,4,20.0,60,30.0,0,2/40
Australia VS England,ODI # 731,Winston Benjamin,10.0,South Africa,0,47,1,4.7,0,0,0,1,0,47.0,60,60.0,0,1/47
Australia VS England,ODI # 731,Allan Donald,6.4,West Indies,2,13,1,1.95,0,0,0,1,0,13.0,40,40.0,0,1/13
Australia VS England,ODI # 731,Meyrick Pringle,8.0,West Indies,4,11,4,1.37,0,0,0,0,0,2.75,48,12.0,0,4/11
Australia VS England,ODI # 731,Richard Snell,7.0,West Indies,2,16,2,2.28,0,0,0,0,0,8.0,42,21.0,0,2/16
Australia VS England,ODI # 731,Brian McMillan,8.0,West Indies,2,36,0,4.5,0,0,0,0,0,0.0,48,0.0,0,0/36
Australia VS England,ODI # 731,Adrian Kuiper,9.0,West Indies,0,51,2,5.66,0,0,0,0,0,25.5,54,27.0,0,2/51
South Africa VS West Indies,ODI # 730,Wasim Akram,10.0,India,0,45,0,4.5,33,0,0,5,4,0.0,60,0.0,0,0/45
South Africa VS West Indies,ODI # 730,Aaqib Javed,8.0,India,2,28,2,3.5,30,2,0,0,0,14.0,48,24.0,0,2/28
South Africa VS West Indies,ODI # 730,Imran Khan,8.0,India,0,25,0,3.12,33,2,0,1,0,0.0,48,0.0,0,0/25
South Africa VS West Indies,ODI # 730,Wasim Haider,10.0,India,1,36,1,3.6,36,1,0,1,1,36.0,60,60.0,0,1/36
South Africa VS West Indies,ODI # 730,Mushtaq Ahmed,10.0,India,0,59,3,5.9,27,4,1,1,0,19.67,60,20.0,0,3/59
South Africa VS West Indies,ODI # 730,Aamer Sohail,3.0,India,0,20,0,6.66,8,2,0,1,0,0.0,18,0.0,0,0/20
South Africa VS West Indies,ODI # 730,Kapil Dev,10.0,Pakistan,0,30,2,3.0,46,1,0,5,2,15.0,60,30.0,0,2/30
South Africa VS West Indies,ODI # 730,Manoj Prabhakar,10.0,Pakistan,1,22,2,2.2,46,1,0,4,0,11.0,60,30.0,0,2/22
South Africa VS West Indies,ODI # 730,Javagal Srinath,8.1,Pakistan,0,37,2,4.53,34,5,0,1,2,18.5,49,24.5,0,2/37
South Africa VS West Indies,ODI # 730,Sachin Tendulkar,10.0,Pakistan,0,37,1,3.7,37,2,0,5,1,37.0,60,60.0,0,1/37
South Africa VS West Indies,ODI # 730,Venkatapathy Raju,10.0,Pakistan,1,41,1,4.1,32,2,0,0,0,41.0,60,60.0,0,1/41
India VS Pakistan,ODI # 729,Eddo Brandes,5.0,New Zealand,1,28,1,5.6,0,0,0,0,0,28.0,30,30.0,0,1/28
India VS Pakistan,ODI # 729,Kevin Duers,6.0,New Zealand,0,17,1,2.83,0,0,0,0,0,17.0,36,36.0,0,1/17
India VS Pakistan,ODI # 729,Ali Shah,4.0,New Zealand,0,34,0,8.5,0,0,0,0,0,0.0,24,0.0,0,0/34
India VS Pakistan,ODI # 729,Iain Butchart,4.0,New Zealand,0,53,1,13.25,0,0,0,0,0,53.0,24,24.0,0,1/53
India VS Pakistan,ODI # 729,Mark Burmester,1.5,New Zealand,0,17,0,9.27,0,0,0,0,0,0.0,11,0.0,0,0/17
India VS Pakistan,ODI # 729,Danny Morrison,4.0,Zimbabwe,0,14,1,3.5,0,0,0,2,1,14.0,24,24.0,0,1/14
India VS Pakistan,ODI # 729,Chris Cairns,2.0,Zimbabwe,0,27,0,13.5,0,0,0,0,0,0.0,12,0.0,0,0/27
India VS Pakistan,ODI # 729,Gavin Larsen,4.0,Zimbabwe,0,16,3,4.0,0,0,0,0,0,5.33,24,8.0,0,3/16
India VS Pakistan,ODI # 729,Chris Harris,4.0,Zimbabwe,0,15,3,3.75,0,0,0,1,0,5.0,24,8.0,0,3/15
India VS Pakistan,ODI # 729,Rod Latham,3.0,Zimbabwe,0,18,0,6.0,0,0,0,0,0,0.0,18,0.0,0,0/18
India VS Pakistan,ODI # 729,Martin Crowe,1.0,Zimbabwe,0,6,0,6.0,0,0,0,0,0,0.0,6,0.0,0,0/6
New Zealand VS Zimbabwe,ODI # 728,Champaka Ramanayake,9.0,South Africa,2,19,1,2.11,0,0,0,0,1,19.0,54,54.0,0,1/19
New Zealand VS Zimbabwe,ODI # 728,Pramodya Wickramasinghe,7.0,South Africa,0,32,1,4.57,0,0,0,1,0,32.0,42,42.0,0,1/32
New Zealand VS Zimbabwe,ODI # 728,Don Anurasiri,10.0,South Africa,1,41,3,4.1,0,0,0,0,0,13.67,60,20.0,0,3/41
New Zealand VS Zimbabwe,ODI # 728,Ruwan Kalpage,10.0,South Africa,0,38,1,3.8,0,0,0,2,0,38.0,60,60.0,0,1/38
New Zealand VS Zimbabwe,ODI # 728,Asanka Gurusinha,8.0,South Africa,0,30,0,3.75,0,0,0,0,0,0.0,48,0.0,0,0/30
New Zealand VS Zimbabwe,ODI # 728,Arjuna Ranatunga,6.0,South Africa,0,26,2,4.33,0,0,0,1,0,13.0,36,18.0,0,2/26
New Zealand VS Zimbabwe,ODI # 728,Brian McMillan,10.0,Sri Lanka,2,34,1,3.4,0,0,0,0,4,34.0,60,60.0,0,1/34
New Zealand VS Zimbabwe,ODI # 728,Allan Donald,9.5,Sri Lanka,0,42,3,4.27,0,0,0,8,1,14.0,59,19.67,0,3/42
New Zealand VS Zimbabwe,ODI # 728,Richard Snell,10.0,Sri Lanka,1,33,0,3.3,0,0,0,2,0,0.0,60,0.0,0,0/33
New Zealand VS Zimbabwe,ODI # 728,Omar Henry,10.0,Sri Lanka,0,31,1,3.1,0,0,0,2,2,31.0,60,60.0,0,1/31
New Zealand VS Zimbabwe,ODI # 728,Adrian Kuiper,5.0,Sri Lanka,0,25,0,5.0,0,0,0,1,0,0.0,30,0.0,0,0/25
New Zealand VS Zimbabwe,ODI # 728,Peter Kirsten,5.0,Sri Lanka,0,25,1,5.0,0,0,0,0,0,25.0,30,30.0,0,1/25
South Africa VS Sri Lanka,ODI # 727,Derek Pringle,8.2,Pakistan,5,8,3,0.96,0,0,0,0,1,2.67,50,16.67,0,3/8
South Africa VS Sri Lanka,ODI # 727,Phil DeFreitas,7.0,Pakistan,1,22,2,3.14,0,0,0,7,0,11.0,42,21.0,0,2/22
South Africa VS Sri Lanka,ODI # 727,Gladstone Small,10.0,Pakistan,1,29,2,2.9,0,0,0,1,0,14.5,60,30.0,0,2/29
South Africa VS Sri Lanka,ODI # 727,Ian Botham,10.0,Pakistan,4,12,2,1.2,0,0,0,0,0,6.0,60,30.0,0,2/12
South Africa VS Sri Lanka,ODI # 727,Dermot Reeve,5.0,Pakistan,3,2,1,0.4,0,0,0,0,0,2.0,30,30.0,0,1/2
South Africa VS Sri Lanka,ODI # 727,Wasim Akram,3.0,England,0,7,1,2.33,0,0,0,3,1,7.0,18,18.0,0,1/7
South Africa VS Sri Lanka,ODI # 727,Aaqib Javed,3.0,England,1,7,0,2.33,0,0,0,2,0,0.0,18,0.0,0,0/7
South Africa VS Sri Lanka,ODI # 727,Wasim Haider,1.0,England,0,1,0,1.0,0,0,0,0,0,0.0,6,0.0,0,0/1
South Africa VS Sri Lanka,ODI # 727,Ijaz Ahmed,1.0,England,0,5,0,5.0,0,0,0,0,0,0.0,6,0.0,0,0/5
England VS Pakistan,ODI # 726,Kapil Dev,10.0,Australia,2,41,3,4.1,0,0,0,1,4,13.67,60,20.0,0,3/41
England VS Pakistan,ODI # 726,Manoj Prabhakar,10.0,Australia,0,41,3,4.1,0,0,0,2,1,13.67,60,20.0,0,3/41
England VS Pakistan,ODI # 726,Javagal Srinath,8.0,Australia,0,48,1,6.0,0,0,0,1,2,48.0,48,48.0,0,1/48
England VS Pakistan,ODI # 726,Sachin Tendulkar,5.0,Australia,0,29,0,5.8,0,0,0,1,0,0.0,30,0.0,0,0/29
England VS Pakistan,ODI # 726,Venkatapathy Raju,10.0,Australia,0,37,1,3.7,0,0,0,0,0,37.0,60,60.0,0,1/37
England VS Pakistan,ODI # 726,Ajay Jadeja,7.0,Australia,0,34,0,4.85,0,0,0,0,0,0.0,42,0.0,0,0/34
England VS Pakistan,ODI # 726,Craig McDermott,9.0,India,1,35,1,3.88,0,0,0,1,0,35.0,54,54.0,0,1/35
England VS Pakistan,ODI # 726,Mike Whitney,10.0,India,2,36,0,3.6,0,0,0,3,0,0.0,60,0.0,0,0/36
England VS Pakistan,ODI # 726,Merv Hughes,9.0,India,1,49,1,5.44,0,0,0,0,0,49.0,54,54.0,0,1/49
England VS Pakistan,ODI # 726,Tom Moody,9.0,India,0,56,3,6.22,0,0,0,0,0,18.67,54,18.0,0,3/56
England VS Pakistan,ODI # 726,Steve Waugh,10.0,India,0,50,1,5.0,0,0,0,1,0,50.0,60,60.0,0,1/50
Australia VS India,ODI # 725,Eddo Brandes,10.0,West Indies,1,45,3,4.5,0,0,0,2,1,15.0,60,20.0,0,3/45
Australia VS India,ODI # 725,Malcolm Jarvis,10.0,West Indies,1,71,1,7.1,0,0,0,0,0,71.0,60,60.0,0,1/71
Australia VS India,ODI # 725,Kevin Duers,10.0,West Indies,0,52,1,5.2,0,0,0,0,0,52.0,60,60.0,0,1/52
Australia VS India,ODI # 725,Ali Shah,10.0,West Indies,2,39,1,3.9,0,0,0,0,0,39.0,60,60.0,0,1/39
Australia VS India,ODI # 725,John Traicos,10.0,West Indies,0,50,1,5.0,0,0,0,0,0,50.0,60,60.0,0,1/50
Australia VS India,ODI # 725,Patrick Patterson,10.0,Zimbabwe,0,25,1,2.5,0,0,0,1,0,25.0,60,60.0,0,1/25
Australia VS India,ODI # 725,Malcolm Marshall,6.0,Zimbabwe,0,23,0,3.83,0,0,0,0,2,0.0,36,0.0,0,0/23
Australia VS India,ODI # 725,Winston Benjamin,10.0,Zimbabwe,2,27,3,2.7,0,0,0,3,3,9.0,60,20.0,0,3/27
Australia VS India,ODI # 725,Anderson Cummins,10.0,Zimbabwe,0,33,0,3.3,0,0,0,1,3,0.0,60,0.0,0,0/33
Australia VS India,ODI # 725,Carl Hooper,10.0,Zimbabwe,0,47,2,4.7,0,0,0,0,0,23.5,60,30.0,0,2/47
Australia VS India,ODI # 725,Keith Arthurton,4.0,Zimbabwe,0,25,0,6.25,0,0,0,0,0,0.0,24,0.0,0,0/25
West Indies VS Zimbabwe,ODI # 724,Willie Watson,10.0,South Africa,2,30,2,3.0,0,0,0,0,2,15.0,60,30.0,0,2/30
West Indies VS Zimbabwe,ODI # 724,Dipak Patel,10.0,South Africa,1,28,1,2.8,0,0,0,0,0,28.0,60,60.0,0,1/28
West Indies VS Zimbabwe,ODI # 724,Gavin Larsen,10.0,South Africa,1,29,0,2.9,0,0,0,0,0,0.0,60,0.0,0,0/29
West Indies VS Zimbabwe,ODI # 724,Chris Harris,10.0,South Africa,2,33,1,3.3,0,0,0,0,0,33.0,60,60.0,0,1/33
West Indies VS Zimbabwe,ODI # 724,Rod Latham,2.0,South Africa,0,19,0,9.5,0,0,0,0,0,0.0,12,0.0,0,0/19
West Indies VS Zimbabwe,ODI # 724,Chris Cairns,8.0,South Africa,0,43,2,5.37,0,0,0,0,1,21.5,48,24.0,0,2/43
West Indies VS Zimbabwe,ODI # 724,Allan Donald,10.0,New Zealand,0,38,1,3.8,0,0,0,1,2,38.0,60,60.0,0,1/38
West Indies VS Zimbabwe,ODI # 724,Brian McMillan,5.0,New Zealand,1,23,0,4.6,0,0,0,3,0,0.0,30,0.0,0,0/23
West Indies VS Zimbabwe,ODI # 724,Richard Snell,7.0,New Zealand,0,56,1,8.0,0,0,0,0,0,56.0,42,42.0,0,1/56
West Indies VS Zimbabwe,ODI # 724,Tertius Bosch,2.3,New Zealand,0,19,0,7.6,0,0,0,0,0,0.0,15,0.0,0,0/19
West Indies VS Zimbabwe,ODI # 724,Hansie Cronje,2.0,New Zealand,0,14,0,7.0,0,0,0,1,0,0.0,12,0.0,0,0/14
West Indies VS Zimbabwe,ODI # 724,Adrian Kuiper,1.0,New Zealand,0,18,0,18.0,0,0,0,0,0,0.0,6,0.0,0,0/18
West Indies VS Zimbabwe,ODI # 724,Peter Kirsten,7.0,New Zealand,1,22,1,3.14,0,0,0,0,0,22.0,42,42.0,0,1/22
New Zealand VS South Africa,ODI # 723,Champaka Ramanayake,0.2,India,0,1,0,3.0,0,0,0,0,0,0.0,2,0.0,0,0/1
India VS Sri Lanka,ODI # 722,Derek Pringle,7.0,West Indies,3,16,0,2.28,0,0,0,0,0,0.0,42,0.0,0,0/16
India VS Sri Lanka,ODI # 722,Chris Lewis,8.2,West Indies,1,30,3,3.6,0,0,0,0,1,10.0,50,16.67,0,3/30
India VS Sri Lanka,ODI # 722,Phil DeFreitas,9.0,West Indies,2,34,3,3.77,0,0,0,2,0,11.33,54,18.0,0,3/34
India VS Sri Lanka,ODI # 722,Ian Botham,10.0,West Indies,0,30,1,3.0,0,0,0,0,0,30.0,60,60.0,0,1/30
India VS Sri Lanka,ODI # 722,Dermot Reeve,10.0,West Indies,1,23,1,2.3,0,0,0,1,0,23.0,60,60.0,0,1/23
India VS Sri Lanka,ODI # 722,Phil Tufnell,5.0,West Indies,0,20,0,4.0,0,0,0,0,0,0.0,30,0.0,0,0/20
India VS Sri Lanka,ODI # 722,Curtly Ambrose,8.0,England,1,26,0,3.25,0,0,0,0,0,0.0,48,0.0,0,0/26
India VS Sri Lanka,ODI # 722,Malcolm Marshall,8.0,England,0,37,0,4.62,0,0,0,2,0,0.0,48,0.0,0,0/37
India VS Sri Lanka,ODI # 722,Winston Benjamin,9.5,England,2,22,2,2.23,0,0,0,2,1,11.0,59,29.5,0,2/22
India VS Sri Lanka,ODI # 722,Carl Hooper,10.0,England,1,38,1,3.8,0,0,0,0,0,38.0,60,60.0,0,1/38
India VS Sri Lanka,ODI # 722,Roger Harper,4.0,England,0,30,1,7.5,0,0,0,0,0,30.0,24,24.0,0,1/30
England VS West Indies,ODI # 721,Eddo Brandes,10.0,Pakistan,1,49,0,4.9,0,0,0,0,4,0.0,60,0.0,0,0/49
England VS West Indies,ODI # 721,Malcolm Jarvis,10.0,Pakistan,1,52,1,5.2,0,0,0,0,0,52.0,60,60.0,0,1/52
England VS West Indies,ODI # 721,Ali Shah,10.0,Pakistan,1,24,0,2.4,0,0,0,0,0,0.0,60,0.0,0,0/24
England VS West Indies,ODI # 721,Iain Butchart,10.0,Pakistan,0,57,3,5.7,0,0,0,0,0,19.0,60,20.0,0,3/57
England VS West Indies,ODI # 721,John Traicos,10.0,Pakistan,0,63,0,6.3,0,0,0,0,0,0.0,60,0.0,0,0/63
England VS West Indies,ODI # 721,Wasim Akram,10.0,Zimbabwe,2,21,3,2.1,0,0,0,3,0,7.0,60,20.0,0,3/21
England VS West Indies,ODI # 721,Aaqib Javed,10.0,Zimbabwe,1,49,1,4.9,0,0,0,1,0,49.0,60,60.0,0,1/49
England VS West Indies,ODI # 721,Iqbal Sikander,10.0,Zimbabwe,1,35,1,3.5,0,0,0,1,0,35.0,60,60.0,0,1/35
England VS West Indies,ODI # 721,Mushtaq Ahmed,10.0,Zimbabwe,1,34,0,3.4,0,0,0,0,0,0.0,60,0.0,0,0/34
England VS West Indies,ODI # 721,Aamer Sohail,6.0,Zimbabwe,1,26,2,4.33,0,0,0,0,0,13.0,36,18.0,0,2/26
England VS West Indies,ODI # 721,Saleem Malik,4.0,Zimbabwe,0,18,0,4.5,0,0,0,1,0,0.0,24,0.0,0,0/18
Pakistan VS Zimbabwe,ODI # 720,Allan Donald,10.0,Australia,0,34,3,3.4,0,0,0,5,0,11.33,60,20.0,0,3/34
Pakistan VS Zimbabwe,ODI # 720,Meyrick Pringle,10.0,Australia,0,52,0,5.2,0,0,0,1,2,0.0,60,0.0,0,0/52
Pakistan VS Zimbabwe,ODI # 720,Richard Snell,9.0,Australia,1,15,0,1.66,0,0,0,0,0,0.0,54,0.0,0,0/15
